SDG Sold To Party;Ship To;SDG Sold To Party Name;Ship To Party;Country Code;SDG S/O Number;Material;Purchase order item;Order Qty;RequestDeliveryDate;OTX Date Created;Order Type;Surface;Delivered Qty;Thickness;Created By;In Production Qty;Final Qty;Status Description;Reason;Ncode
A2030799;A2057762;Federal-Mogul Powertrain Italy;MR Transport;IT;1000642693;542PTE020NHDUMMY1;10;2000;14.09.2026;22.06.2026;CON;2H;0;0.2;ADRIAN.RAFI;0;0;;;N16378 TBA
A2030799;A2057762;Federal-Mogul Powertrain Italy;MR Transport;IT;1000642693;542PTE025NHDUMMY1;30;25000;14.09.2026;22.06.2026;CON;2H;0;0.25;ADRIAN.RAFI;0;0;;;N16379 TBA
A2030799;A2057762;Federal-Mogul Powertrain Italy;MR Transport;IT;1000642694;542PTE025NHDUMMY1;10;25000;21.09.2026;22.06.2026;CON;2H;0;0.25;ADRIAN.RAFI;0;0;;;N16379 TBA
A2030799;A2057762;Federal-Mogul Powertrain Italy;MR Transport;IT;1000642694;542PTE035NH0007;30;1000;21.09.2026;22.06.2026;CON;2H;0;0.35;ADRIAN.RAFI;0;0;;;N16610
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000633736;542PTE035NH0005;10;12000;06.07.2026;26.04.2026;CON;2H;0;0.35;MA.SCHNEIDER;19000;5301;;;N15703
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000633737;542PTE025NH0137;10;5000;06.07.2026;26.04.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15192
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000633744;542PTE020NH0031;10;8000;06.07.2026;26.04.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;7743;;;N15155
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000633745;542PTE025NH0134;10;24000;06.07.2026;26.04.2026;CON;2H;0;0.25;MA.SCHNEIDER;38000;0;;;N15120
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000633746;542PTE025NH0091;10;500;06.07.2026;26.04.2026;CON;2H;0;0.25;MA.SCHNEIDER;500;0;;;N15864
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000633749;542PTE015NH0020;10;3000;06.07.2026;26.04.2026;CON;2H;0;0.15;MA.SCHNEIDER;3500;0;;;N15631
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000636642;542PTY020NR0119;10;2000;06.07.2026;15.05.2026;CON;2R;0;0.2;MA.SCHNEIDER;5600;1141;;;N12967
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000636643;542PTE012NH0019;10;3000;06.07.2026;15.05.2026;CON;2H;0;0.12;MA.SCHNEIDER;1100;1913;;;N15627
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000636647;542PTE020NH0031;10;8000;20.07.2026;15.05.2026;CON;2H;0;0.2;MA.SCHNEIDER;630;6792;;;N15155
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000637889;542PTE020NH0171;10;2000;27.07.2026;25.05.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;2487;;;N15011
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638059;542PTE020NH0059;10;6000;27.07.2026;25.05.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;3245;;;N15330
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638060;542PTE025NH0081;10;7000;27.07.2026;25.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;6278;;;N15118
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638075;542PTE025NH0137;10;4000;27.07.2026;25.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;17000;0;;;N15192
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638086;542PTE025NH0121;10;6000;27.07.2026;25.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;17600;0;;;N16723
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638795;542PTE015NH0020;10;2000;03.08.2026;29.05.2026;CON;2H;0;0.15;MA.SCHNEIDER;0;2364;;;N15631
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638796;542PTE012NH0016;10;2000;03.08.2026;29.05.2026;CON;2H;0;0.12;MA.SCHNEIDER;3800;0;;;N15628
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638802;542PTE020NH0031;10;11000;03.08.2026;29.05.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;6815;;;N15155
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638803;542PTE015NH0062;10;2000;03.08.2026;29.05.2026;CON;2H;0;0.15;MA.SCHNEIDER;2700;0;;;N15331
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638806;542PTE025NH0054;10;6000;03.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;11024;;;N15171
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638807;542PTY020NR0118;10;2000;03.08.2026;29.05.2026;CON;2R;0;0.2;MA.SCHNEIDER;2200;0;;;N12922
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638810;542PTE025NH0134;10;24000;03.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;19000;0;;;N15120
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638821;542PTE012NH0019;10;3000;10.08.2026;29.05.2026;CON;2H;0;0.12;MA.SCHNEIDER;5950;0;;;N15627
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638822;542PTE025NH0137;10;4000;10.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15192
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638823;542PTE020NH0059;10;10000;10.08.2026;29.05.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;0;;;N15330
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638848;542PTE025NH0141;10;500;10.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15332
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638852;542PTE025NH0081;10;8000;10.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;4500;4043;;;N15118
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638858;542PTE025NH0137;10;6000;17.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15192
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638859;542PTE010NH0022;10;2000;17.08.2026;29.05.2026;CON;2H;0;0.1;MA.SCHNEIDER;0;0;;;N15163
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638865;542PTE020NH0140;10;500;17.08.2026;29.05.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;0;;;N16119
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638869;542PTE025NH0051;10;4000;17.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;3168;;;N15119
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638882;542PTE025NH0121;10;8000;17.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N16723
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000638883;542PTE025NH0129;10;2000;17.08.2026;29.05.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;1597;;;N15121
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000639064;542PTE020NH0031;10;10000;17.08.2026;29.05.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;0;;;N15155
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000639850;542PTE008NH0007;10;2000;17.08.2026;04.06.2026;CON;2H;0;0.08;MA.SCHNEIDER;2400;0;;;N15660
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000639979;542PTE025NH0134;10;24000;17.08.2026;05.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15120
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000639980;542PTE025NH0145;10;3000;17.08.2026;05.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15472
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000639987;542PTE025NH0081;10;6000;24.08.2026;05.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;1100;0;;;N15118
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640678;542PTE025NH0026;10;3000;10.08.2026;09.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15273
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640680;542PTE015NH0062;10;3000;17.08.2026;09.06.2026;CON;2H;0;0.15;MA.SCHNEIDER;3200;0;;;N15331
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640681;542PTE020NH0059;10;9000;24.08.2026;09.06.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;0;;;N15330
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640682;542PTE025NH0121;10;8000;24.08.2026;09.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N16723
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640683;542PTE025NH0137;10;6000;24.08.2026;09.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15192
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640693;542PTE025NH0137;10;12000;31.08.2026;09.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15192
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640703;542PTE008NH0006;10;2000;31.08.2026;09.06.2026;CON;2H;0;0.08;MA.SCHNEIDER;2000;0;;;N15659
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640704;542PTE035NH0005;10;12000;31.08.2026;09.06.2026;CON;2H;0;0.35;MA.SCHNEIDER;0;0;;;N15703
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640855;542ATY070NA0006;10;1000;27.07.2026;10.06.2026;CON;2B;0;0.7;MA.SCHNEIDER;16900;0;;;N2272
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640866;542PTY020NR0119;10;3000;27.07.2026;10.06.2026;CON;2R;0;0.2;MA.SCHNEIDER;0;3456;;;N12967
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640882;542PTE020NH0054;10;500;03.08.2026;10.06.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;0;;;N15172
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640884;542PTE010NH0022;10;2000;03.08.2026;10.06.2026;CON;2H;0;0.1;MA.SCHNEIDER;0;0;;;N15163
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640885;542PTE020NH0077;10;3000;03.08.2026;10.06.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;0;;;N15168
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640889;542PTE025NH0021;10;3000;31.08.2026;10.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;2554;;;N15190
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640896;542PTE015NH0020;10;2000;07.09.2026;11.06.2026;CON;2H;0;0.15;MA.SCHNEIDER;2000;0;;;N15631
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640897;542PTE025NH0128;10;2000;07.09.2026;11.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15122
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640898;542PTE025NH0081;10;7000;07.09.2026;11.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15118
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640901;542PTE020NH0059;10;8000;07.09.2026;11.06.2026;CON;2H;0;0.2;MA.SCHNEIDER;0;0;;;N15330
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640904;542PTE025NH0021;10;3000;14.09.2026;11.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15190
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000640905;542PTE025NH0134;10;12000;14.09.2026;11.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15120
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000641097;542PTE012NH0016;10;2000;14.09.2026;11.06.2026;CON;2H;0;0.12;MA.SCHNEIDER;0;0;;;N15628
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000641267;542PTE025NH0135;10;500;10.08.2026;12.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15153
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000641276;542PTE012NH0016;10;2000;10.08.2026;12.06.2026;CON;2H;0;0.12;MA.SCHNEIDER;0;0;;;N15628
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000641278;542PTY020NR0146;10;2000;10.08.2026;12.06.2026;CON;2R;0;0.2;MA.SCHNEIDER;2300;0;;;N16130
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000641282;542PTE012NH0025;10;500;07.09.2026;12.06.2026;CON;2H;0;0.12;MA.SCHNEIDER;0;0;;;N16705
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000642412;542PTE025NH0086;10;2000;10.08.2026;19.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15191
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000642433;542PTE025NH0054;10;5000;07.09.2026;21.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15171
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000642434;542PTE025NH0051;10;10000;07.09.2026;21.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;108;2692;;;N15119
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000642435;542PTE025NH0039;10;10000;07.09.2026;21.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15117
0001004887;A2000126;FEDERAL MOGUL SEALING SYSTEMS GMBH;Brucherseifer Transport+Logistik Gm;DE;1000642461;542PTE025NH0039;10;12000;14.09.2026;21.06.2026;CON;2H;0;0.25;MA.SCHNEIDER;0;0;;;N15117
A2039588;A2039588;Federal Mogul Hungary Kft.;Federal Mogul Hungary Kft.;HU;1000607501;542PTY020NR0124;70;2800;14.09.2026;02.06.2026;MTO;2R;0;0.2;MA.SCHNEIDER;0;2814;;;N13818 HU
A2039588;A2039588;Federal Mogul Hungary Kft.;Federal Mogul Hungary Kft.;HU;1000607502;542PTY020NR0140;150;1500;27.07.2026;19.04.2026;MTO;2R;0;0.2;MA.SCHNEIDER;1300;876;;;N15379 HU
A2039588;A2039588;Federal Mogul Hungary Kft.;Federal Mogul Hungary Kft.;HU;1000607502;542PTY020NR0140;170;2900;24.08.2026;02.06.2026;MTO;2R;0;0.2;MA.SCHNEIDER;0;0;;;N15379 HU
A2039588;A2039588;Federal Mogul Hungary Kft.;Federal Mogul Hungary Kft.;HU;1000607502;542PTY020NR0140;190;3800;21.09.2026;02.06.2026;MTO;2R;0;0.2;MA.SCHNEIDER;0;0;;;N15379 HU
A2039588;A2039588;Federal Mogul Hungary Kft.;Federal Mogul Hungary Kft.;HU;1000607503;542PTY020NR0141;150;2000;27.07.2026;19.04.2026;MTO;2R;0;0.2;MA.SCHNEIDER;670;2043;;;N15662 HU
A2039588;A2039588;Federal Mogul Hungary Kft.;Federal Mogul Hungary Kft.;HU;1000607503;542PTY020NR0141;170;2000;24.08.2026;02.06.2026;MTO;2R;0;0.2;MA.SCHNEIDER;0;0;;;N15662 HU
A2039588;A2039588;Federal Mogul Hungary Kft.;Federal Mogul Hungary Kft.;HU;1000607503;542PTY020NR0141;190;2000;21.09.2026;02.06.2026;MTO;2R;0;0.2;MA.SCHNEIDER;0;0;;;N15662 HU
A2039588;A2039588;Federal Mogul Hungary Kft.;Federal Mogul Hungary Kft.;HU;1000636424;542PTR100NR0002;20;2000;13.07.2026;22.05.2026;MTO;2R;0;1;MA.SCHNEIDER;6400;0;;;N17768
A2016716;A2055856;Euscher GmbH & Co. KG;S-D-S Lagerhaus GmbH;DE;1000626792;542PTS030NR0028;10;12000;17.08.2026;13.03.2026;MTO;2R;0;0.3;GRACE.BECKER;7500;0;;;N11799
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000614507;542PTY0301H0001;110;4000;26.10.2026;29.03.2026;MTO;2H;0;0.3;F.SISIGNANO;0;0;;;N16998
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000627573;542PTQ035NH0018;50;1500;24.08.2026;26.03.2026;MTO;2H;0;0.35;F.SISIGNANO;0;1528;;;N4141
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000627573;542PTQ035NH0018;70;1500;26.10.2026;26.03.2026;MTO;2H;0;0.35;F.SISIGNANO;0;0;;;N4141
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000627643;542PTQ025NH0039;10;2000;06.07.2026;18.03.2026;MTO;2H;0;0.23;F.SISIGNANO;2200;0;;;N4140
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000627643;542PTQ025NH0039;30;2000;26.10.2026;18.03.2026;MTO;2H;0;0.23;F.SISIGNANO;0;0;;;N4140
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000628128;542PTL025NR0052;20;5000;10.08.2026;21.03.2026;MTO;2R;0;0.25;F.SISIGNANO;5000;0;;;N9847
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000628128;542PTL025NR0052;30;5000;26.10.2026;21.03.2026;MTO;2R;0;0.25;F.SISIGNANO;5000;0;;;N9847
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000640991;542PTV030NR0006;10;4000;10.08.2026;12.06.2026;MTO;2R;0;0.3;F.SISIGNANO;4200;0;;;N16231
A2019045;A2019045;ETA d.o.o. CERKNO;ETA d.o.o. CERKNO;SI;1000643079;542PTL030NR0074;10;3000;24.08.2026;24.06.2026;MTO;2R;0;0.3;F.SISIGNANO;3100;0;;;N11233
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000635420;542PTY030NR0088;10;10000;06.07.2026;08.05.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;11153;;;N16087
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000635423;542PTY030NR0095;30;10000;13.07.2026;08.05.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;10728;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000637893;542PTY030NR0047;10;1000;13.07.2026;22.05.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;1045;;;N17794
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000639141;542PTY050NR0034;10;4000;27.07.2026;01.06.2026;MTO;2R;0;0.5;ADRIAN.RAFI;19000;2636;;;N17500
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000639142;542PTY030NR0095;10;10000;27.07.2026;01.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;9615;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000639142;542PTY030NR0095;30;10000;17.08.2026;01.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;4962;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000639142;542PTY030NR0095;50;10000;24.08.2026;01.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000639143;542PTY050NR0033;10;5000;17.08.2026;01.06.2026;MTO;2R;0;0.5;ADRIAN.RAFI;0;1512;;;N17499
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000639147;542PTY040NR0042;10;2000;17.08.2026;01.06.2026;MTO;2R;0;0.4;ADRIAN.RAFI;0;0;;;N14755
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000639148;542PTY030NR0100;10;4000;24.08.2026;01.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;3919;;;N17455
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000639151;542PTY030NR0088;10;10000;24.08.2026;01.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;2529;;;N16087
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643749;542PTY050NR0033;10;6000;05.10.2026;29.06.2026;MTO;2R;0;0.5;ADRIAN.RAFI;0;0;;;N17499
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643751;542PTY040NR0042;10;5000;31.08.2026;29.06.2026;MTO;2R;0;0.4;ADRIAN.RAFI;0;0;;;N14755
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643753;542PTY050NR0034;10;6000;24.08.2026;29.06.2026;MTO;2R;0;0.5;ADRIAN.RAFI;0;0;;;N17500
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643753;542PTY050NR0034;30;6000;21.09.2026;29.06.2026;MTO;2R;0;0.5;ADRIAN.RAFI;0;0;;;N17500
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643772;542PTY030NR0095;10;10000;31.08.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643772;542PTY030NR0095;30;10000;14.09.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643772;542PTY030NR0095;50;10000;28.09.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643772;542PTY030NR0095;70;10000;05.10.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643772;542PTY030NR0095;90;10000;19.10.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16822
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643773;542PTY030NR0088;10;10000;31.08.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16087
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643773;542PTY030NR0088;30;10000;14.09.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16087
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643773;542PTY030NR0088;50;10000;28.09.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16087
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643773;542PTY030NR0088;70;10000;05.10.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16087
0001044232;0001044232;Estamp, S.A.U.;Estamp, S.A.U.;ES;1000643773;542PTY030NR0088;90;10000;19.10.2026;29.06.2026;MTO;2R;0;0.3;ADRIAN.RAFI;0;0;;;N16087
A2009267;A2009267;Estamp S.R. O.;Estamp S.R. O.;SK;1000636632;542PTY020NR0097;10;6000;06.07.2026;17.05.2026;MTO;2R;0;0.2;ADRIAN.RAFI;0;5808;;;N11475
