;;;;;;;;;;;;;;;;;;;;;;;;;;;ZSCM015;ZSCM015;ZSCM015;ZSCM104;ZSCM104;ZSCM104;;0;Customer FCST;Customer FCST;Customer FCST;;;;;;;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06;2026-07;;;;;;;;;;
316L;1.4404;0.75;;-0.03;0.03;N4504;-0.075;0.075;48.35;Slit;SKP/TL;N;BACKER BHV AB;BACKER BHV AB;;;;9800;0;3484;0;11865;5000;5000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;18;;0;0;0;0;0;0;0;0;18;0;;X ;;;;EU;Sophie ;Erika
;;;;;;;;;;;;;0;;;;;9800;0;3484;0;11865;5000;11000;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;18;0;0;0;0;0;0;0;0;18;0;0;0;;;;;;;
316L;1.4404;0.78;N16527;-0.03;0.03;N12931;-0.5;0.5;625;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;;3441;0;10970;3020;3932;7000;3500;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.78;;-0.03;0.03;N16527;-0.5;0.5;750;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;;0;0;0;0;0;0;16629;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;18;0;0;0;-18;35.93;-17.93;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.78;;-0.03;0.03;N7148A;-0.3;0.3;375;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;;0;0;0;0;0;3750;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.78;;-0.03;0.03;N7230A;-0.5;0.5;500;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;;11148;0;3640;0;3930;3750;3750;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
;;;;;;;;;;;;;0;;;;;14589;0;14610;3020;7862;14500;23879;0;0;0;0;0;;;;#REF!;0;;;;;18;0;0;0;0;0;0;0;0;18;0;0;0;0;35.93;-17.93;;;;;;;
316L;1.4404;0.8;N15069;-0.06;0;N13848;-0.1;0.5;440;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.8;;-0.06;0;N14256;-0.1;0.5;454;Slit;SKP;Y;0;Exportverpackung Sehnde GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.8;;-0.06;0;N14256;-0.1;0.5;454;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.8;;-0.06;0;N15069;-0.2;0.8;1000;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.8;N13343;-0.055;0.055;N10520;0;0.7;570;Slit;SKP;Y;0;VAHTERUS OY;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;;;Sophie;Erika
316L;1.4404;0.8;;-0.055;0.055;N13343;0;0.7;310;Slit;SKP;Y;0;VAHTERUS OY;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.8;N16715;-0.05;0.02;N16715;-0.08;0.08;48.8;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;5484;0;2850;4274;4330;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;18;18;0;0;-36;37.23;-1.23;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.02;N11960 TBA;;;1270;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;15000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.02;N16665 TBA;;;1270;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.02;N16765;-0.08;0.08;55.3;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;4688;3910;2426;2750;3732;1500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.02;N16766;-0.12;0.12;61.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;4162;2725;6777;2463;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.02;N16767;-0.08;0.08;87.2;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;1854;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.02;N17117;;;36.2;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;3061;0;0;2255;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.02;N17351;;;68.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;4793;2904;8654;7640;3261;6000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.02;N17020;-0.08;0.08;77.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;3276;0;6703;7799;13639;2000;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;18;;;0;0;0;0;0;0;0;0;36;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.8;;-0.05;0.05;N9095;0;0.7;357;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
;;;;;;;;;;;;;0;;;;;21302;12830;23358;31495;27425;9500;15000;0;0;0;0;0;;;;#REF!;0;;;;;18;0;18;0;0;0;0;0;0;18;18;0;0;0;37.23;-1.23;;;;;;;
316L;1.4404;0.8;N4440;-0.04;0.04;N4440;-0.5;0.5;690;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;5666;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.9;N16104;-0.05;0.05;N16104;0;0.7;459;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;0;0;0;7200;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
316L;1.4404;0.9;N14013;-0.04;0.04;N14013;-0.5;0.5;1070;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;15170;0;15617;9000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.9;;-0.04;0.04;N9938;-0.3;0.3;436;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;5248;0;2902;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
;;;;;;;;;;;;;0;;;;;5248;0;18072;0;15617;9000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;1;N15875;-0.045;0.045;N15875;0;0.7;1250;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;Y;2R;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;18;0;0;0;0;19.11;-1.11;;;;;;Florian;Lucie
316L;1.4404;1;N6639;-0.06;0.06;N13340;0;1;455;Slit;SKP;Y;0;VAHTERUS OY;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;;;Sophie;Erika
316L;1.4404;1;;-0.06;0;N13870;-0.2;0.8;563;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;1;;-0.06;0;N3394;-0.2;0.8;1000;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;1;;-0.06;0;N6639;-0.3;1;1250;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;1;N13870;-0.06;0;N13870;-0.2;0.8;563;Slit;SKP/TL;Y;0;Exportverpackung Sehnde GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;1;N16385;-0.08;0;N16385;0;0.2;55.5;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
316L;1.4404;1;;-0.08;0;N16815;0;0.25;93.1;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
316L;1.4404;1;;-0.08;0;N16816;0;0.25;86.9;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
316L;1.4404;1;;-0.08;0;N16817;0;0.2;17.1;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
316L;1.4404;1;;-0.08;0;N6511;0;0.2;36;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
316L;1.4404;1;;-0.08;0;N6513;0;0.2;46;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
;;;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;1;N15887;-0.05;0.02;N15887;-0.12;0.12;54.6;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;18;54;0;0;-72;75.97;-3.97;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N16082 TBA;;;1270;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;0;0;0;0;9000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N15888;-0.12;0.12;66.9;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N15918;-0.12;0.12;48.3;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N15919;-0.12;0.12;57.9;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;1551;0;1657;2264;2413;3500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N15929;-0.12;0.12;61;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N15930;-0.12;0.12;35.6;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N16268;-0.12;0.12;35.6;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;1936;0;0;0;0;2500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N16269;-0.12;0.12;54.6;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N17349;;;61.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;4114;8479;13257;3565;0;1500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N17350;;;77;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;6170;4394;0;0;8581;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N16446;-0.12;0.12;46.6;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;0;2245;1950;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N16481;-0.12;0.12;48.3;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;0;0;7403;21725;23215;8500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;18;;;0;0;0;0;0;0;0;0;18;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N16949;-0.12;0.12;54.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;7821;0;20246;22651;0;12500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;18;;;0;0;0;0;0;0;0;0;18;0;;;X;X;X;EU;James;Margarita
316L;1.4404;1;;-0.05;0.02;N16996;-0.12;0.12;67.5;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;N;;;3680;24419;0;0;3769;6500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;18;;;0;0;0;0;0;0;0;0;36;0;;;X;X;X;EU;James;Margarita
;;;;;;;;;;;;;0;;;;;25272;37292;42563;52450;39928;35000;9000;0;0;0;0;0;;;;#REF!;0;;;;;0;18;54;0;0;0;0;0;0;18;54;0;0;0;75.97;-3.97;;;;;;;
316L;1.4404;1;N11387;-0.07;0.07;N11387;-0.6;0;125;Slit;TL;Y;SWEP INTERNATIONAL AB;Swep International AB;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;0;0;0;;0;;;;;0;0;0;0;36;18;0;0;-54;55.49;-1.49;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;1;;-0.07;0.07;N12847;-0.6;0;210;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;13200;8800;4400;8537;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;1;;-0.07;0.07;N6353;-0.4;0;82;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;;;14500;16294;26096;12370;17907;18000;6500;17500;10500;0;0;0;;;;#REF!;0;17500;14000;8500;8537;18;;18;;;0;0;0;0;0;0;0;0;36;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;1;;-0.07;0.07;N6354;-0.6;0;254;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;;;7546;4430;9770;7556;7309;13000;6000;13200;4400;0;0;0;;;;#REF!;0;10000;10000;7500;8537;0;18;;;;0;0;0;0;0;0;0;0;18;0;;x;;x;;EU/ no ACX;James;Pano
;;;;;;;;;;;;;0;;;;;22046;20724;35866;19926;25216;31000;12500;30700;14900;0;0;0;;;;#REF!;0;40700;32800;20400;25611;18;18;18;0;0;0;0;0;0;36;18;0;0;0;55.49;-1.49;;;;;;;
316L;1.4404;1.2;N8953;-0.08;0.08;N8953;-0.4;0;82;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;;;;4813;3612;8556;4245;0;3200;1600;4800;3200;0;0;0;;;;#REF!;0;3200;3200;2400;4652;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;2;N16276;-0.1;0.1;N16276;-0.6;0;237;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;2;;-0.1;0.1;N16277;-0.6;0;236.2;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;2;;-0.1;0.1;N16431;-0.6;0;298.4;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;2;;-0.1;0.1;N9037;-0.6;0;237;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
321;1.4541;0.3;N1080(-0.02/+0.02);-0.025;0.025;N0925;0;0.6;900;Slit;;;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;2052;0;4051;1878;1298;8500;0;0;0;0;0;0;;;;4;2621.166667;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.3;;-0.03;0.03;N1080;0;0.6;1250;Slit;;;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;4966;5316;5779;983;8200;12000;12000;0;0;0;0;0;;;;6;7379.666667;;;;;;;;18;;;;;;;0;0;18;0;0;18;;;;;;;
321;1.4541;0.3;;-0.025;0.025;N1089;0;0;610;Slit;;;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.3;;-0.03;0.03;N16494;0;0.6;281;Slit;;;iForm d.o.o.;iForm d.o.o.;;;;0;0;0;0;0;4000;0;0;0;0;0;0;;;;1;666.6666667;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.3;;-0.03;0.03;N16495;0;0.6;305;Slit;;;iForm d.o.o.;iForm d.o.o.;;;;0;0;0;0;0;4000;0;0;0;0;0;0;;;;1;666.6666667;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.3;;-0.025;0.025;N17356;0;0.6;450;Slit;;;Damstahl a/s;EagleBurgmann Bredan A/S;;;;0;0;0;0;0;4000;0;0;0;0;0;0;;;;1;666.6666667;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.3;;-0.025;0.025;N12959;0;0.6;650;Slit;;;Lemvigh-Mueller A/S;EagleBurgmann Bredan A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.3;;-0.04;0.04;N12961;-20;2;1250;Slit;;;Lemvigh-Mueller A/S;EagleBurgmann Bredan A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.3;;-0.02;0.02;N17556;-0.1;0.1;46.8;Slit;;;Fischer Edelstahlrohre GmbH;Fischer Edelstahlrohre GmbH;;;;0;0;0;7707;0;5000;0;0;0;0;0;0;;;;2;2117.833333;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;1,O,3,;;
321;1.4541;0.3;;-0.025;0.025;N9930A ESP;0;0.3;132;Slit;;;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;;2R;;0;0;0;0;2274;0;0;0;0;0;0;0;;;;1;379;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
;;;;;;;;;;;;;;;;;;7018;5316;9830;10568;11772;37500;12000;0;0;0;0;0;;;;16;14497.66667;;;;;;;0;18;0;;;;;;0;0;18;0;0;18;;;;;;;
321;1.4541;0.4;N12963(-0.025/+0.025);-0.04;0.04;N12962;0;0.7;450;Slit;;;Lemvigh-Mueller A/S;EagleBurgmann Bredan A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.4;;-0.04;0.04;N12963;0;1.5;800;Slit;;;Lemvigh-Mueller A/S;EagleBurgmann Bredan A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;;;;;;;;;;;;0;36;18;-54;38.06;15.94;;;;;;;
321;1.4541;0.4;;-0.025;0.025;N15777 ESP;0;0.3;228.3;Slit;;;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;;2R;;5088;8668;1514;4544;0;0;5000;10000;0;0;0;0;;;;4;3287.666667;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.4;;-0.025;0.025;N15778 ESP;0;0.3;231.4;Slit;;;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;;2R;;5208;0;4936;0;0;0;5000;5000;0;0;0;0;;;;2;1656;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.4;;-0.025;0.025;N15779 ESP;0;0.3;234.6;Slit;;;Witzenmann Espanola S.A.;Witzenmann Espanola S.A.;;2R;;0;5042;5541;0;5002;5000;5000;5000;0;0;0;0;;;;5;4264.166667;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.4;;-0.025;0.025;N3368;-0.05;0.05;22.5;Slit;;;Backer OBR SP Z.O.O;Backer OBR Sp.z o.o.;;;;13367;8853;15362;12707;24454;15000;0;10000;10000;0;0;0;;;;5;12729.33333;;;;;;;36;18;;;;;;;0;0;0;54;0;0;;;;;;;
321;1.4541;0.4;;-0.04;0.04;N9620;0;1.5;650;Slit;;;Lemvigh-Mueller A/S;EagleBurgmann Bredan A/S;;;;0;0;0;0;0;0;5000;0;0;0;0;0;;;;1;833.3333333;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.4;;-0.04;0.04;N9621;-20;2;1000;Slit;;;Lemvigh-Mueller A/S;EagleBurgmann Bredan A/S;;;;0;0;0;0;0;0;9000;0;0;0;0;0;;;;1;1500;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
;;;;;;;;;;;;;;;;;;23663;22563;27353;17251;29456;20000;29000;30000;10000;0;0;0;;;;18;24270.5;;;;;;;36;18;0;;;;;;0;36;18;0;38.06;15.94;;;;;;;
321;1.4541;0.5;"N12955(-0.025/+0.01)
EUR1
ZM4";-0.03;0.01;N0632;-0.075;0.075;22.3;Slit;;;Zoppas Industries Romania S.R.L;NDB LOGISTICA;;;;0;0;0;0;9858;0;0;0;0;0;0;0;;;;1;1643;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;
321;1.4541;0.5;;-0.04;0.02;N11206 TBA;0;0;1270;Slit;;;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;0;0;;;;;;;18;18;;;;;;;0;0;0;36;0;0;;;;;1,U,5,O,N,;;
