;;;;;;;;;;;;;;;;;;;;;;;;;;;ZSCM015;ZSCM015;ZSCM015;ZSCM104;ZSCM104;ZSCM104;;0;Customer FCST;Customer FCST;Customer FCST;;;;;;;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06;2026-07;;;;;;;;;;
316L;1.4404;0.3;;-0.022;0.01;N0241;-0.2;0.2;125;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;2R;"N0240;N16684";18425;43200;56514;43094;33004;52000;56000;55000;33000;0;0;0;;;;#REF!;0;50000;40000;25000;27921.75;18;;36;;;0;0;0;0;0;0;0;0;54;0;;x;;x;;EU;James;Pano
316L;1.4404;0.3;;-0.022;0.01;N0241A;-0.2;0.2;125;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;N;2R;"N0240;N16684";0;2776;18268;0;0;0;20000;0;20000;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU;James;Pano
316L;1.4404;0.3;;-0.022;0.01;N11506;-0.3;0.3;210;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;2R;N0240 ;14994;22946;27519;26548;25671;17139;5000;29800;19800;0;0;0;;;;#REF!;0;33000;26400;16500;27921.75;0;18;18;;;0;0;0;0;0;0;0;0;36;0;;x;;x;;EU;James;Pano
316L;1.4404;0.3;;-0.022;0.01;N11506A;-0.3;0.3;210;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;N;2R;N0240;15955;7756;39074;12940;1225;15000;15000;0;0;0;0;0;;;;#REF!;0;;;;;18;;18;;;0;0;0;0;0;0;0;0;36;0;;x;;x;;EU;James;Pano
316L;1.4404;0.3;;-0.025;0.025;N15678;-0.2;0.2;424;Slit;TL;N;ITALINOX S.R.O.;Italinox;N;;;6067;0;4679;0;0;0;4500;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.3;;-0.022;0.005;N16228;-0.15;0.15;82;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;N;2R;"N0240;N11506";0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU;James;Pano
316L;1.4404;0.3;;-0.022;0.01;N16684;-0.3;0.3;375;Slit;TL;Y;SWEP INTERNATIONAL AB;Swep International AB;N;;"N0240;N11506";3292;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;0;0;0;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;x;;x;;EU;James;Pano
316L;1.4404;0.3;;-0.022;0.01;N5899;-0.3;0.3;250;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;2R;"N0240;N11506";27198;42687;46375;54660;45570;57000;30000;75000;15000;0;0;0;;;;#REF!;0;72500;58000;36000;27921.75;18;;54;;;0;0;0;0;0;0;0;0;72;0;;x;;x;;EU;James;Pano
316L;1.4404;0.3;;-0.022;0.01;N5899A;-0.3;0.3;250;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;N;2R;N0240;3474;17194;0;0;19459;40000;60000;40000;40000;20000;0;0;;;;#REF!;0;;;;;18;90;;54;;0;0;0;0;0;0;0;0;162;0;;x;;x;;EU;James;Pano
;;;;;;;;;;;;;0;;;;;150111;222663;258750;212175;208556;271139;219500;265800;175800;20000;0;0;;;;#REF!;0;251500;190400;112500;190181;126;126;198;54;0;0;126;0;0;126;198;0;54;0;460.49;43.51;;;;;;;
316L;1.4404;0.3;N14422 (ZM3/ZM4));-0.01;0.01;N14422;0;0.12;94;Slit;SKP/TL;N;Flex Academy Doo;Flex Academy Doo;Y;;;12739;0;0;0;0;0;10000;0;7000;0;0;0;;;;#REF!;0;;;;;0;-;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Sophie;Erika
316L;1.4404;0.3;N15096 (ZM3/ZM4);-0.015;0.03;N10618;0;0.25;90.5;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;3011;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.3;;-0.012;0.012;N15096;0;0.17;230;Slit;SKP/TL;N;Flex Academy Doo;Flex Academy Doo;;;;1931;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Sophie;Erika
316L;1.4404;0.3;;-0.015;0.03;N15336;0;0.25;96;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.3;;-0.015;0.015;N16984;0;0.15;85.2;Slit;SKP/TL;N;AZ INTEC PRO s.r.o.;AZ INTEC PRO s.r.o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.3;;-0.015;0.03;N4137;0;0.5;266;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;0;7070;0;2000;2000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.3;;-0.015;0.03;N8271;0;0.25;84;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
;;;;;;;;;;;;;0;;;;;4942;0;0;7070;0;2000;2000;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.3;N14672;-0.02;0.02;N12336;-0.4;0;125;Slit;SKP/TL;N;LOVAL OY;LOVAL OY;;;;56491;26182;49304;36778;40273;30000;15000;50000;0;0;0;0;;;;#REF!;0;;;;;18;;36;54;;0;0;0;0;0;0;0;0;108;0;;X;;;;;Sophie;Erika
316L;1.4404;0.3;;-0.016;0.016;N14672;0;0.15;124;Slit;SKP/TL;N;Solar Metal Flex GmbH;SOLAR Metal Flex San. ve Tic. Ltd.;;;;20458;0;7601;10286;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;54;-54;0;;X;;;;;Dejan;Adrian
316L;1.4404;0.3;;-0.02;0.02;N15837;0;0.15;75.5;Slit;SKP/TL;N;AZ INTEC PRO s.r.o.;AZ INTEC PRO s.r.o.;;;;0;0;0;9613;13583;37000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.3;;-0.02;0.02;N15837;0;0.15;75.5;Slit;SKP/TL;N;AZ SMT Makina ve Imalat San.Tic.Ltd;AZ SMT Makina ve Imalat San.Tic.Ltd;;;;0;13078;17424;0;20367;0;20000;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;X;;;;EU;Sophie;Lucie
316L;1.4404;0.3;;-0.02;0.02;N15838;0;0.15;100.4;Slit;SKP/TL;N;AZ INTEC PRO s.r.o.;AZ INTEC PRO s.r.o.;;;;13022;7888;2248;5751;0;0;3000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.3;;-0.016;0.016;N16348;0;0.15;46;Slit;SKP/TL;N;AZ INTEC PRO s.r.o.;AZ INTEC PRO s.r.o.;;;;0;0;3621;3625;0;2000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.3;;-0.016;0.016;N16348;0;0.15;46;Slit;SKP/TL;N;AZ INTEC PRO s.r.o.;AZ SMT Makina ve Imalat San.Tic.Ltd;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Sophie;Lucie
316L;1.4404;0.3;;-0.016;0.016;N16349;0;0.15;60;Slit;SKP/TL;N;AZ INTEC PRO s.r.o.;AZ INTEC PRO s.r.o.;;;;1842;0;4318;6544;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.3;;-0.016;0.016;N16349;0;0.15;60;Slit;SKP/TL;N;AZ SMT Makina ve Imalat San.Tic.Ltd;AZ SMT Makina ve Imalat San.Tic.Ltd;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Sophie;Lucie
316L;1.4404;0.3;;-0.016;0.016;N16350;0;0.15;65;Slit;SKP/TL;N;AZ INTEC PRO s.r.o.;AZ INTEC PRO s.r.o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.3;;-0.016;0.016;N16368;-0.1;0.1;124;Slit;SKP/TL;N;F.D.E. SOLAR S.R.L;F.D.E. SOLAR S.R.L;;;;4434;0;3276;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;;James;Pano
316L;1.4404;0.3;;-0.02;0.02;N17110;0;0.2;20;Slit;SKP/TL;N;0;Raschig GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.3;;-0.02;0.01;N5824C;-40;20;1270;Mill;SKP/TL;N;Norder Band AG;Norder Band AG.;;;;34493;0;0;0;19582;20000;20000;40000;0;0;0;0;;;;#REF!;0;;;;;36;;18;;;0;72;0;0;18;54;0;0;-90;149.82;-5.82;;X;;X;EU;Sophie;Margarita
316L;1.4404;0.3;;-0.02;0.02;N8670;0;0.25;115;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;4170;4217;0;6000;6000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
316L;1.4404;0.3;;-0.02;0.02;N8774;0;0.25;90;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;0;0;0;1600;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
;;;;;;;;;;;;;0;;;;;130740;47148;91962;76814;93805;96600;64000;90000;0;0;0;0;;;;#REF!;0;;;;;72;18;54;54;0;0;72;0;0;18;54;0;54;0;149.82;-5.82;;;;;;;
316L;1.4404;0.3;N16188;-0.025;0.025;N15036;0;0.3;123.4;Slit;SKP/TL;N;Witzenmann Italia S.r.l.;Witzenmann Italia S.r.l.;N;2R;;5971;5160;12468;5439;12157;10000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.3;;-0.025;0.025;N15037;0;0.3;106.6;Slit;SKP/TL;N;Witzenmann Italia S.r.l.;Witzenmann Italia S.r.l.;N;2R;;6404;5477;7883;2047;733;10000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.3;;-0.022;0.01;N15995;0;0.25;81.7;Slit;SKP/TL;N;0;Arcflex;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Livio
316L;1.4404;0.3;;-0.022;0.01;N16121;0;0.25;62.9;Slit;SKP/TL;N;0;Arcflex;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Livio
316L;1.4404;0.3;;-0.022;0.01;N16188;0;0.3;98;Slit;SKP/TL;Y;0;SMART-HP Sp. z.o.o;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.3;;-0.025;0.025;N16726;0;0.3;234.2;Slit;SKP/TL;N;0;SOLAR Metal Flex San. ve Tic. Ltd.;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Adrian
316L;1.4404;0.3;;-0.025;0.025;N8416;0;0.3;147;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
;;;;;;;;;;;;;0;;;;;12375;10637;20351;7486;12890;20000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.3;N13349 (ZM3/ZM4);-0.02;0.02;N12973;0;0.2;35.5;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;N;2R;N16135;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.3;;-0.02;0.02;N12983;0;0.2;94.5;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;Y;2R;;1499;1780;0;1049;2329;0;2000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.3;;-0.02;0.02;N12984;0;0.2;81.2;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;Y;2R;;4890;0;3831;2314;2928;0;4000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.3;;-0.018;0.005;N13349;-0.2;0;339.5;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;N;;;2240;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.3;;-0.025;0.025;N14566;0;0.6;812;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;N;2R;N15373;0;965;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.3;;-0.025;0.025;N15373;0;0.6;350;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;N;2R;N14566;4860;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.3;;-0.025;0.025;N16135;0;0.3;235;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;N;2R;N12973;4386;0;0;2445;2548;0;4000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.3;;-0.018;0.005;N3423 TBA;;;1270;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;N;;;0;0;0;0;0;0;16000;16000;0;0;0;0;;;;#REF!;0;;;;;0;;18;;;0;0;0;0;0;0;0;0;18;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.3;;-0.018;0.005;N3422;-0.2;0;136;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;N;;;9183;12189;9785;22113;19699;27000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;18;;0;0;0;0;0;0;0;0;18;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.3;;-0.018;0.005;N3423;-0.2;0;102;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;N;;;4004;2313;4879;9249;8466;5000;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;18;0;0;18;18;0;18;-54;76.17;-4.17;x;;x;X;;Sophie;Erika
316L;1.4404;0.3;;-0.018;0.005;N8345;-0.2;0;84;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;N;;;1110;0;0;0;2108;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;x;;x;X;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;32172;17247;18495;37170;38078;32000;26000;16000;0;0;0;0;;;;#REF!;0;;;;;18;18;18;18;0;0;18;0;0;18;18;0;18;0;76.17;-4.17;;;;;;;
316L;1.4404;0.32;N15885;-0.01;0.03;N15885;-0.3;0;37;Slit;SKP/TL;N;Bernecker Rollforming & Tubes GmbH;Bernecker Rollforming & Tubes GmbH;Y;2R;;0;0;10502;0;0;8000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;-;;;;0;0;0;0;0;0;0;0;0;0;;;X;;;;Florian;Adrian
316L;1.4404;0.35;N13225;-0.021;0;N13225;-0.4;0;292;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;1107;1974;0;0;2797;0;3000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.35;;-0.021;0;N8336 TBA;;;1270;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;0;0;0;0;0;0;0;16000;16000;0;0;0;;;;#REF!;0;;;;;0;;36;;;0;0;0;0;0;0;0;0;36;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.35;;-0.021;0;N13378;-0.3;0;274;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;0;0;0;0;1095;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.35;;-0.021;0;N5091A;-0.2;0;261;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.35;;-0.021;0;N5362A;-0.4;0;289;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;16513;7794;12688;23025;17434;19000;13000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;18;;0;0;0;0;0;0;0;0;18;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.35;;-0.021;0;N5833A;-0.2;0;126;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;962;0;3316;828;923;2000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;X;;Sophie;Erika
316L;1.4404;0.35;;-0.021;0;N7947;-0.2;0;136;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;2566;0;0;1747;2164;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;18;0;0;36;36;0;18;-90;112.9;-4.9;x;;x;X;;Sophie;Erika
316L;1.4404;0.35;;-0.021;0;N8021;-0.3;0;282;Slit;SKP;Y;Kelvion Brazed PHE GmbH;Kelvion Brazed PHE GmbH;;;;0;6952;14762;8226;14333;11000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;36;;;;0;0;0;0;0;0;0;0;36;0;;x;;x;X;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;21148;16720;30766;33826;38746;32000;16000;16000;16000;0;0;0;;;;#REF!;0;;;;;18;36;36;18;0;0;18;0;0;36;36;0;18;0;112.9;-4.9;;;;;;;
316L;1.4404;0.35;N7863A;0;0.03;N7863A;-0.1;0.5;450;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;N;;;0;5082;0;0;3770;5000;3000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;18;;0;0;0;0;0;0;0;18;0;18.25;;x;;X;;;Sophie;Erika
316L;1.4404;0.35;;0;0.03;N9441;-0.1;0.5;250;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;N;;;0;0;0;0;4178;4178;3000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.35;;0;0.03;N9745;-0.2;0.8;550;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;N;;;0;0;0;0;0;5000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;0;5082;0;0;7948;14178;6000;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;18;0;0;0;0;0;0;0;0;18;0;18.25;0;;;;;;;
316L;1.4404;0.35;N13106;-0.02;0.02;N13106;0;0.25;44.3;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;0;0;0;2040;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.35;;-0.025;0.025;N5183;0;0.5;500;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.35;;-0.025;0.025;N6272;0;0.5;378;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
;;;;;;;;;;;;;0;;;;;0;0;0;2040;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.35;N7028                                   (-0.015/+0.02);-0.02;0.02;N13552;-0.25;0.25;106;Slit;SKP/TL;N;0;STAYSTRIP GROUP LTD.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Livio
316L;1.4404;0.35;;-0.02;0.02;N14696;-0.4;0;134;Slit;SKP/TL;N;LOVAL OY;LOVAL OY;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;36;;0;0;0;0;0;0;0;0;36;0;;X;;;;;Sophie;Erika
316L;1.4404;0.35;;-0.02;0.02;N15742;0;0.15;122.3;Slit;SKP/TL;N;AZ INTEC PRO s.r.o.;AZ INTEC PRO s.r.o.;;;;17432;5913;9843;2074;20173;6000;10500;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
316L;1.4404;0.35;;-0.02;0.02;N15742;0;0.15;122.3;Slit;SKP/TL;N;AZ SMT Makina ve Imalat San.Tic.Ltd;AZ SMT Makina ve Imalat San.Tic.Ltd;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Sophie;Lucie
316L;1.4404;0.35;;-0.015;0.03;N7028;0;0.3;134;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;9619;0;15283;0;12707;10000;10000;20000;10000;0;0;0;;;;#REF!;0;;;;;18;;18;;;0;0;18;0;0;18;0;36;-36;37.76;34.24;X;;;;;Sophie;Judith
316L;1.4404;0.35;;-0.03;0.03;N7725;-0.25;0.25;233;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;;;;0;4712;0;0;0;0;5000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
316L;1.4404;0.35;;-0.03;0.03;N9546;-0.25;0.25;142;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;;;;0;0;0;0;0;0;2000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
316L;1.4404;0.35;;-0.03;0.03;N9550;-0.25;0.25;385;Slit;SKP/TL;N;Funke Waermeaustauscher;TAD INOX Service GmbH;;;;0;0;5356;0;3787;12000;0;6000;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
316L;1.4404;0.35;;-0.03;0.03;N9638;-0.25;0.25;665;Slit;SKP/TL;N;Funke Waermeaustauscher;TAD INOX Service GmbH;;;;0;0;0;0;0;6000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
;;;;;;;;;;;;;0;;;;;27051;10625;30482;2074;36667;34000;27500;26000;10000;0;0;0;;;;#REF!;0;;;;;18;0;18;36;0;0;0;18;0;0;18;0;36;0;37.76;34.24;;;;;;;
316L;1.4404;0.35;N0391;-0.022;0.01;N0391;-0.3;0.3;312.5;Slit;TL;Y;SWEP INTERNATIONAL AB;Swep International AB;N;;;161084;157203;47712;110467;75133;142000;58000;130000;78000;0;0;0;;;;#REF!;0;154000;124000;62000;142583;72;;90;54;;0;324;0;0;198;308;0;54;-668;826.05;57.95;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;0.35;;-0.022;0.01;N0391A;-0.3;0.3;312.5;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;N;;;41254;57452;82213;101168;72808;120000;40000;80000;0;0;0;0;;;;#REF!;0;;;;;54;;74;;;0;0;0;0;0;0;0;0;128;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;0.35;;-0.022;0.01;N11673;-0.3;0.3;548;Slit;TL;Y;SWEP INTERNATIONAL AB;Swep International AB;N;;;0;14201;41200;5528;26374;20000;8000;24000;0;0;0;0;;;;#REF!;0;18000;16000;8000;;36;;18;;;0;0;0;0;0;0;0;0;54;0;;x;;x;;EU/ no ACX;James;Pano
